Age,Gender,Amount,Interest,MonthlyPayment,UseOfLoan,Education,MaritalStatus,EmploymentStatus,WorkExperience,HomeOwnershipType,IncomeTotal,DebtToIncome,Status
26,0.0,955.0,33.79,35.22,6,3.0,2.0,2,3,6.0,1900.0,7.12,1
56,0.0,1060.0,31.12,37.32,7,2.0,1.0,1,1,1.0,758.0,16.16,1
34,1.0,3825.0,29.74,116.27,7,3.0,2.0,2,4,6.0,620.0,21.89,1
33,0.0,500.0,22.35,13.91,1,4.0,3.0,2,2,1.0,950.0,32.46,2
27,0.0,3000.0,37.24,149.54,6,3.0,1.0,2,3,4.0,2074.0,7.21,1
32,0.0,1500.0,31.12,64.6,8,5.0,3.0,0,2,1.0,781.0,52.78,1
52,1.0,3000.0,51.66,140.34,2,3.0,4.0,2,5,1.0,1048.0,35.42,1
34,1.0,2500.0,25.21,73.69,7,4.0,2.0,2,0,4.0,1750.0,31.81,0
39,1.0,4100.0,44.37,170.95,2,3.0,1.0,2,1,9.0,800.0,55.49,1
32,1.0,10000.0,49.46,664.06,2,5.0,3.0,2,0,1.0,1341.0,55.78,2
30,0.0,2000.0,57.09,148.21,7,5.0,3.0,2,3,2.0,800.0,18.53,1
53,0.0,1000.0,16.98,28.84,0,4.0,4.0,2,5,8.0,826.0,29.88,1
31,1.0,1500.0,40.4,58.53,5,5.0,3.0,2,2,2.0,600.0,34.5,2
52,0.0,8000.0,21.76,246.52,2,2.0,1.0,2,5,1.0,2130.0,14.24,1
48,1.0,8000.0,20.06,297.55,7,4.0,4.0,2,5,4.0,1021.0,40.21,2
45,1.0,2200.0,16.38,53.94,2,4.0,4.0,2,5,1.0,669.0,48.08,1
27,0.0,3900.0,45.56,178.8,3,5.0,2.0,0,3,7.0,1213.0,43.43,1
33,0.0,1000.0,35.31,100.11,5,5.0,3.0,2,4,2.0,1643.0,39.29,2
40,1.0,3000.0,24.1,96.47,5,4.0,1.0,2,0,8.0,2269.0,31.22,1
34,0.0,1300.0,26.76,39.51,2,3.0,1.0,2,1,8.0,1100.0,10.41,2
39,0.0,3000.0,32.85,112.38,0,3.0,3.0,2,1,9.0,2300.0,18.41,1
22,0.0,2000.0,50.74,215.94,3,4.0,2.0,2,2,2.0,1104.0,35.95,1
42,1.0,10000.0,21.29,272.17,0,3.0,3.0,2,0,4.0,1695.0,34.94,1
55,1.0,9600.0,26.37,321.53,2,3.0,1.0,2,5,1.0,2100.0,15.31,1
59,1.0,5600.0,20.63,168.99,0,2.0,5.0,2,5,3.0,1254.0,30.46,1
36,1.0,1000.0,20.18,26.59,2,4.0,4.0,2,0,1.0,1336.0,22.82,2
25,0.0,500.0,52.3,54.39,0,2.0,1.0,2,2,2.0,612.0,32.72,2
49,1.0,3000.0,20.1,91.45,1,5.0,1.0,0,5,1.0,845.0,10.82,2
55,1.0,500.0,49.87,27.02,7,4.0,1.0,0,5,1.0,530.0,5.1,1
32,0.0,5000.0,23.48,142.33,2,4.0,2.0,2,0,9.0,800.0,29.1,2
35,1.0,2000.0,22.36,76.75,2,4.0,2.0,2,0,1.0,545.0,35.04,1
39,0.0,10000.0,31.12,363.78,2,3.0,3.0,2,1,3.0,1462.0,24.88,1
43,1.0,6500.0,34.27,227.66,2,3.0,2.0,2,1,3.0,1754.0,12.98,1
55,0.0,1800.0,57.09,91.25,7,5.0,3.0,2,1,6.0,1371.0,6.66,1
21,1.0,1000.0,28.98,45.22,6,3.0,2.0,2,2,3.0,304.0,14.88,2
31,1.0,1500.0,29.25,58.35,6,2.0,2.0,2,0,1.0,619.0,10.97,2
47,0.0,4000.0,26.76,121.57,0,3.0,4.0,2,5,4.0,1200.0,49.46,2
49,0.0,3000.0,29.68,106.47,0,5.0,1.0,2,1,8.0,2445.0,17.93,1
30,1.0,1000.0,22.35,31.69,7,4.0,2.0,2,3,3.0,775.0,41.12,2
28,0.0,1000.0,57.09,70.77,4,5.0,3.0,2,2,2.0,1000.0,46.51,1
26,0.0,4000.0,54.54,277.18,2,5.0,3.0,0,0,1.0,1180.0,23.49,2
25,0.0,500.0,27.23,17.2,2,4.0,3.0,2,2,3.0,733.0,24.31,2
47,1.0,500.0,16.32,89.01,4,5.0,2.0,2,5,9.0,1188.0,34.75,2
30,1.0,8000.0,27.57,273.68,7,4.0,3.0,2,0,4.0,1500.0,27.05,1
57,0.0,8500.0,40.4,637.34,2,5.0,1.0,2,1,1.0,2150.0,29.64,1
44,0.0,3000.0,31.12,99.14,2,5.0,1.0,2,1,2.0,1985.0,25.15,1
38,1.0,3000.0,32.38,101.5,0,4.0,4.0,0,1,4.0,1800.0,13.97,1
35,0.0,2500.0,37.24,191.69,2,3.0,2.0,2,0,8.0,1600.0,11.98,1
23,0.0,2500.0,66.89,170.73,6,3.0,2.0,2,3,4.0,2400.0,19.61,2
36,0.0,6000.0,27.98,186.74,7,3.0,2.0,2,3,7.0,860.0,21.71,1
43,1.0,6100.0,30.12,425.36,0,4.0,3.0,1,1,4.0,1599.0,57.93,1
58,1.0,5500.0,30.12,178.35,0,4.0,1.0,2,5,7.0,2300.0,55.36,2
23,1.0,1200.0,29.13,42.19,0,4.0,3.0,2,2,2.0,340.0,20.59,2
37,0.0,5000.0,25.59,148.49,0,3.0,3.0,2,0,8.0,1600.0,33.23,2
30,0.0,5475.0,27.98,241.19,6,4.0,2.0,2,0,3.0,2608.0,13.08,2
35,0.0,3000.0,31.12,129.21,2,3.0,3.0,2,0,1.0,1350.0,9.57,1
36,0.0,5000.0,19.76,168.17,6,5.0,1.0,2,0,1.0,5000.0,7.12,2
46,0.0,600.0,23.38,19.05,6,4.0,3.0,2,5,3.0,1900.0,11.53,2
25,1.0,500.0,27.69,17.15,8,3.0,2.0,2,3,6.0,542.0,30.52,1
53,1.0,3500.0,66.89,312.99,6,4.0,1.0,2,5,1.0,1555.0,49.07,2
47,1.0,600.0,32.38,22.3,7,4.0,1.0,2,1,1.0,2952.0,43.56,0
24,0.0,600.0,22.58,58.32,1,4.0,2.0,2,2,8.0,990.0,10.23,2
34,0.0,1500.0,31.12,110.35,7,5.0,3.0,2,3,8.0,1200.0,38.36,2
35,0.0,6000.0,40.4,290.07,1,4.0,3.0,2,1,2.0,1654.0,68.07,2
35,1.0,7500.0,37.24,327.51,0,5.0,3.0,2,0,1.0,1800.0,60.64,1
27,0.0,3000.0,26.37,100.48,7,2.0,2.0,2,3,1.0,2000.0,20.21,1
40,1.0,2700.0,24.83,87.98,3,4.0,1.0,2,1,1.0,3666.0,19.43,1
70,0.0,600.0,21.76,24.84,6,3.0,1.0,1,5,7.0,2170.0,14.31,2
68,0.0,500.0,17.35,14.19,5,4.0,4.0,2,5,7.0,1495.0,25.41,0
41,1.0,4000.0,18.25,115.45,2,3.0,1.0,2,5,1.0,1760.0,6.56,0
43,0.0,2000.0,31.12,72.76,2,2.0,2.0,2,5,1.0,1106.0,6.58,1
39,0.0,1000.0,23.0,31.52,2,2.0,3.0,2,1,1.0,565.0,25.12,0
30,0.0,2100.0,31.12,83.99,2,5.0,3.0,2,0,2.0,1300.0,9.33,1
28,0.0,500.0,31.07,19.99,2,2.0,3.0,2,0,2.0,700.0,43.6,2
41,1.0,2000.0,24.47,64.75,2,4.0,2.0,2,1,1.0,679.0,13.51,1
59,1.0,10000.0,28.4,347.1,7,2.0,4.0,1,5,4.0,1173.0,30.18,1
21,1.0,500.0,27.69,19.0,2,2.0,2.0,2,2,6.0,517.0,8.96,2
49,0.0,1000.0,40.4,42.35,7,5.0,3.0,2,0,1.0,1572.0,7.37,2
47,1.0,1000.0,24.47,56.43,7,4.0,1.0,2,5,7.0,550.0,10.26,2
35,1.0,1500.0,50.66,74.11,2,5.0,2.0,2,0,1.0,1052.0,10.92,2
41,0.0,5000.0,17.12,161.25,2,4.0,3.0,2,0,7.0,700.0,23.04,2
31,1.0,3000.0,29.25,116.72,6,2.0,2.0,2,0,1.0,619.0,20.4,1
45,1.0,4100.0,31.12,176.57,7,4.0,4.0,2,2,2.0,961.0,44.08,2
40,0.0,5500.0,29.62,194.99,7,1.0,1.0,2,1,1.0,1541.0,38.74,1
59,0.0,2000.0,32.85,74.92,0,4.0,1.0,1,5,3.0,1225.0,27.91,1
58,0.0,800.0,17.01,42.23,2,4.0,1.0,2,5,1.0,1500.0,22.28,2
41,1.0,2000.0,30.12,71.52,0,3.0,1.0,2,1,8.0,1200.0,40.54,1
25,1.0,500.0,25.69,18.44,7,5.0,2.0,2,3,8.0,1226.0,22.55,2
34,1.0,3000.0,30.12,107.28,7,3.0,2.0,2,1,3.0,1600.0,29.86,1
64,1.0,2500.0,22.01,77.39,2,5.0,5.0,2,5,4.0,1720.0,7.99,1
51,1.0,1000.0,20.84,30.29,7,3.0,1.0,2,1,8.0,1500.0,17.31,2
36,1.0,1500.0,34.95,63.41,4,5.0,2.0,2,1,6.0,1148.0,63.89,2
34,1.0,1500.0,57.09,76.04,7,5.0,3.0,2,0,2.0,958.0,17.54,1
39,1.0,4590.0,40.4,374.91,4,5.0,1.0,2,0,1.0,1850.0,22.79,1
35,0.0,950.0,73.73,173.94,0,5.0,1.0,2,1,4.0,1130.0,28.67,1
43,0.0,3500.0,40.4,214.91,4,4.0,3.0,0,5,1.0,2000.0,10.75,1
56,0.0,2000.0,24.83,65.17,2,4.0,1.0,2,1,1.0,2100.0,37.33,1
52,1.0,6000.0,25.31,197.2,2,4.0,1.0,2,5,7.0,1239.0,49.98,0
27,0.0,6500.0,21.63,199.82,6,3.0,3.0,2,3,3.0,950.0,21.03,1
39,0.0,4500.0,31.12,163.7,7,3.0,2.0,0,1,3.0,1400.0,15.05,1
42,0.0,3500.0,17.48,99.56,2,4.0,1.0,2,1,7.0,2300.0,4.33,1
23,0.0,1000.0,20.85,180.28,6,3.0,2.0,2,2,6.0,1200.0,30.29,2
34,0.0,3000.0,22.69,94.04,2,5.0,3.0,2,0,4.0,2360.0,5.26,1
47,0.0,1500.0,31.12,54.56,1,5.0,3.0,2,1,1.0,2200.0,2.48,2
32,1.0,5000.0,25.96,166.24,6,4.0,1.0,2,2,1.0,558.0,29.79,1
35,0.0,5000.0,30.12,178.8,7,3.0,2.0,2,0,3.0,1730.0,23.8,1
45,0.0,8500.0,24.07,273.2,7,5.0,1.0,2,5,1.0,1500.0,47.78,2
28,1.0,3000.0,27.17,113.14,7,3.0,1.0,2,3,5.0,1657.0,9.24,1
28,1.0,3000.0,44.57,135.49,2,2.0,3.0,2,0,1.0,1650.0,12.9,2
39,0.0,3000.0,17.38,85.17,2,4.0,2.0,2,1,8.0,2200.0,3.87,1
52,1.0,5000.0,16.76,194.33,2,4.0,1.0,2,5,1.0,1500.0,12.96,2
30,0.0,2500.0,19.77,74.25,2,2.0,3.0,2,0,9.0,1300.0,12.87,2
38,0.0,500.0,31.12,23.2,7,5.0,3.0,2,0,2.0,798.0,9.8,2
31,1.0,1000.0,17.82,28.62,2,4.0,3.0,2,0,1.0,1154.0,34.44,1
28,1.0,500.0,32.83,20.51,7,3.0,2.0,0,2,2.0,1022.0,16.7,1
26,1.0,1000.0,35.1,42.36,6,5.0,2.0,2,3,1.0,940.0,30.99,2
30,1.0,500.0,22.35,15.58,6,4.0,2.0,2,1,7.0,630.0,25.23,1
23,1.0,765.0,55.63,581.91,6,3.0,2.0,2,2,4.0,1742.0,33.4,1
33,1.0,3000.0,22.01,92.87,7,3.0,2.0,2,1,3.0,1490.0,19.66,1
35,1.0,10000.0,27.98,344.57,1,2.0,2.0,2,1,1.0,2000.0,49.48,2
35,0.0,10000.0,26.76,337.25,8,5.0,2.0,2,1,8.0,1500.0,24.08,2
52,0.0,3000.0,21.76,104.13,2,3.0,1.0,2,5,6.0,2273.0,28.78,1
28,1.0,2500.0,33.79,187.28,6,3.0,2.0,2,2,6.0,1842.0,22.76,1
57,1.0,7000.0,31.12,254.64,3,5.0,3.0,2,5,2.0,2500.0,10.19,1
25,0.0,4000.0,32.38,148.65,4,3.0,1.0,2,3,4.0,2465.0,6.19,1
43,0.0,6000.0,31.12,218.26,2,3.0,4.0,1,2,2.0,1414.0,26.89,1
31,0.0,5000.0,46.81,233.53,7,1.0,3.0,2,2,1.0,600.0,45.02,1
37,0.0,800.0,23.0,33.63,7,4.0,2.0,2,3,1.0,1000.0,14.68,2
24,0.0,1500.0,49.76,73.15,3,4.0,2.0,2,2,2.0,550.0,25.36,2
31,1.0,1360.0,75.6,236.12,7,5.0,3.0,2,0,4.0,2800.0,15.7,1
31,0.0,1420.0,73.73,130.34,8,5.0,3.0,2,3,3.0,1400.0,23.7,1
65,0.0,4000.0,17.38,113.56,7,5.0,1.0,1,5,8.0,2100.0,14.93,0
51,0.0,5500.0,17.38,156.15,2,2.0,1.0,2,5,8.0,2500.0,6.25,2
28,1.0,500.0,17.83,14.32,4,4.0,3.0,2,2,3.0,946.0,41.33,1
48,1.0,1100.0,31.12,40.02,7,3.0,1.0,2,1,1.0,985.0,4.06,2
32,0.0,5500.0,34.76,212.68,0,5.0,2.0,2,3,8.0,2200.0,38.67,1
51,1.0,5000.0,26.76,168.62,2,2.0,1.0,2,5,7.0,1950.0,16.34,0
32,1.0,2500.0,36.23,99.03,2,3.0,2.0,2,0,1.0,2200.0,27.68,1
59,0.0,2000.0,18.72,58.24,2,5.0,3.0,2,5,1.0,2800.0,16.76,2
31,0.0,10000.0,28.82,349.66,0,3.0,2.0,2,0,3.0,2400.0,64.57,2
22,1.0,500.0,49.27,34.82,6,4.0,3.0,2,2,4.0,870.0,7.66,2
50,0.0,1800.0,24.83,58.66,3,4.0,1.0,0,5,1.0,2500.0,19.03,1
38,1.0,1800.0,24.7,65.38,7,3.0,3.0,2,0,2.0,1050.0,6.23,2
37,1.0,800.0,22.68,25.07,6,2.0,1.0,2,1,9.0,843.0,69.95,0
41,1.0,1500.0,24.09,48.23,7,5.0,2.0,2,0,1.0,776.0,37.05,1
24,1.0,2000.0,35.6,97.82,2,5.0,2.0,2,2,7.0,400.0,24.46,2
46,0.0,10000.0,17.33,283.64,7,5.0,1.0,2,1,7.0,4982.0,9.09,1
32,0.0,1245.0,73.73,126.42,7,5.0,3.0,2,3,1.0,1369.0,22.53,2
47,0.0,4000.0,40.4,206.71,7,4.0,3.0,2,1,6.0,998.0,20.71,1
30,1.0,2500.0,35.74,98.25,3,5.0,1.0,0,0,3.0,2400.0,11.59,2
22,0.0,1800.0,31.12,83.52,3,5.0,3.0,2,2,2.0,1450.0,6.96,2
53,0.0,2100.0,55.63,111.22,2,5.0,3.0,1,1,1.0,1524.0,7.3,1
39,0.0,500.0,73.73,33.28,2,5.0,3.0,2,1,1.0,1056.0,14.12,2
34,1.0,3000.0,27.56,102.62,7,5.0,1.0,2,3,1.0,890.0,22.29,0
37,0.0,8500.0,31.12,309.21,2,3.0,4.0,2,1,3.0,2200.0,14.06,1
38,1.0,700.0,21.26,21.37,5,5.0,1.0,2,1,1.0,567.0,48.94,2
67,0.0,3000.0,25.21,98.42,0,2.0,1.0,1,5,1.0,1300.0,44.42,2
36,1.0,4000.0,31.12,145.51,7,3.0,3.0,0,0,2.0,1000.0,33.95,0
44,1.0,3000.0,22.01,92.87,6,3.0,1.0,2,5,1.0,1710.0,37.59,1
36,0.0,2000.0,57.09,123.79,7,3.0,1.0,2,1,1.0,1727.0,7.17,2
52,0.0,2500.0,50.37,175.63,7,4.0,2.0,2,5,6.0,1770.0,43.82,1
31,0.0,500.0,23.9,175.02,2,4.0,3.0,2,0,4.0,1100.0,15.91,2
25,0.0,500.0,26.09,16.67,6,3.0,3.0,2,3,1.0,680.0,2.45,2
39,0.0,10000.0,26.37,372.58,7,3.0,3.0,2,1,4.0,1800.0,31.81,1
63,1.0,1200.0,17.36,34.06,7,2.0,1.0,1,5,7.0,328.0,10.38,2
30,1.0,500.0,20.77,34.24,6,4.0,3.0,2,3,3.0,700.0,57.46,2
22,1.0,500.0,47.52,25.11,2,3.0,3.0,2,4,2.0,416.0,7.17,2
37,1.0,2000.0,36.1,79.07,2,4.0,2.0,2,4,2.0,840.0,9.41,1
35,0.0,500.0,50.63,24.69,2,3.0,3.0,2,1,1.0,1400.0,20.76,2
50,0.0,1000.0,20.84,30.29,6,3.0,1.0,2,5,8.0,2300.0,8.19,1
49,0.0,1500.0,92.69,122.21,8,4.0,2.0,2,5,3.0,1039.0,11.76,1
22,0.0,1000.0,61.49,201.13,7,3.0,3.0,2,2,2.0,670.0,30.02,2
21,1.0,1770.0,81.2,444.31,0,3.0,2.0,2,4,4.0,1722.0,37.53,2
29,1.0,1580.0,73.73,199.62,7,3.0,3.0,2,0,2.0,1200.0,16.64,1
37,0.0,4075.0,36.23,396.15,6,3.0,3.0,2,1,4.0,2500.0,15.85,1
55,1.0,3000.0,23.0,94.57,7,4.0,4.0,2,5,1.0,800.0,38.71,1
23,0.0,1500.0,49.76,73.15,1,2.0,3.0,2,2,2.0,650.0,36.16,1
41,1.0,3000.0,15.73,82.52,2,5.0,2.0,2,1,8.0,1530.0,26.16,0
65,1.0,2000.0,30.12,91.71,0,2.0,1.0,1,5,1.0,1281.0,45.33,1
30,0.0,3000.0,20.8,122.72,7,5.0,1.0,2,0,1.0,1253.0,28.15,1
50,0.0,5000.0,25.21,164.03,0,3.0,4.0,2,5,5.0,2500.0,46.78,1
46,1.0,6000.0,31.12,278.4,3,5.0,3.0,2,1,2.0,1177.0,23.65,1
27,0.0,4000.0,49.08,227.52,6,2.0,2.0,2,3,3.0,1300.0,32.5,1
24,0.0,2500.0,17.8,71.55,7,3.0,3.0,2,3,3.0,1800.0,5.64,1
30,0.0,2000.0,40.4,84.7,8,4.0,3.0,2,0,2.0,846.0,33.66,1
35,1.0,2000.0,24.46,64.74,1,2.0,2.0,2,2,6.0,1740.0,3.72,1
38,1.0,2000.0,27.17,67.94,5,4.0,2.0,2,1,4.0,4000.0,7.25,1
32,0.0,2000.0,31.12,72.76,7,3.0,3.0,2,3,2.0,785.0,19.46,2
31,0.0,4000.0,26.76,134.9,7,5.0,3.0,2,2,3.0,1772.0,21.38,1
39,0.0,3500.0,73.73,338.42,7,2.0,2.0,2,0,4.0,1055.0,57.2,1
30,0.0,2000.0,57.09,113.28,7,3.0,3.0,2,3,3.0,1700.0,9.02,2
23,0.0,3000.0,40.4,155.03,7,5.0,3.0,2,4,6.0,600.0,25.84,1
29,1.0,2500.0,16.8,70.19,3,5.0,2.0,2,3,7.0,630.0,33.01,2
34,1.0,6000.0,29.25,211.37,1,4.0,1.0,0,1,1.0,2600.0,8.13,1
44,0.0,2000.0,17.11,245.03,2,3.0,3.0,2,1,1.0,750.0,59.45,2
49,0.0,2000.0,20.5,81.51,5,4.0,3.0,0,5,8.0,569.0,14.33,1
41,1.0,1000.0,23.0,31.52,8,4.0,1.0,2,5,1.0,773.0,9.59,0
49,0.0,700.0,31.12,25.46,5,4.0,3.0,1,1,3.0,2414.0,1.05,2
31,0.0,1400.0,25.96,46.56,2,4.0,1.0,2,0,1.0,570.0,8.17,2
29,0.0,1580.0,73.73,239.75,7,3.0,1.0,2,3,4.0,1118.0,30.39,1
30,0.0,1620.0,57.09,226.53,7,3.0,3.0,2,0,3.0,1400.0,19.75,1
58,1.0,6360.0,27.57,342.09,7,4.0,5.0,2,5,3.0,2604.0,47.24,1
67,0.0,1300.0,24.09,55.4,2,4.0,3.0,2,1,1.0,690.0,48.43,2
28,0.0,1000.0,26.09,57.25,7,4.0,3.0,2,3,2.0,2410.0,10.51,2
55,1.0,1500.0,15.51,47.13,2,3.0,1.0,2,3,1.0,500.0,33.43,2
42,0.0,7500.0,24.7,243.82,0,3.0,4.0,2,1,3.0,1540.0,53.95,1
46,0.0,10000.0,16.1,277.05,2,4.0,1.0,2,1,8.0,4000.0,12.65,0
25,0.0,500.0,25.77,63.36,1,4.0,3.0,1,3,3.0,465.0,13.63,2
48,0.0,2600.0,20.02,87.82,2,4.0,4.0,2,1,6.0,1667.0,52.9,1
40,1.0,500.0,24.52,18.12,2,2.0,1.0,0,2,1.0,680.0,9.33,1
36,1.0,1000.0,25.71,33.1,2,5.0,3.0,2,3,2.0,759.0,35.45,2
45,1.0,500.0,15.51,13.7,8,4.0,2.0,2,5,1.0,1335.0,25.03,0
36,0.0,600.0,20.6,108.1,5,4.0,2.0,2,0,8.0,1800.0,6.01,2
57,1.0,3000.0,23.74,95.86,0,5.0,4.0,2,5,4.0,2266.0,12.57,1
29,1.0,1000.0,17.88,28.65,7,4.0,3.0,2,2,2.0,720.0,29.33,1
23,1.0,1500.0,32.49,70.74,7,4.0,3.0,2,3,1.0,730.0,30.06,2
42,0.0,1565.0,57.09,334.96,8,5.0,3.0,2,1,1.0,1366.0,24.52,1
38,1.0,1400.0,73.73,93.16,2,3.0,3.0,2,1,2.0,1500.0,13.54,1
23,1.0,2190.0,68.18,155.73,0,3.0,2.0,2,2,4.0,2026.0,68.4,1
37,1.0,2000.0,73.73,193.39,7,4.0,1.0,2,3,4.0,900.0,21.49,1
31,0.0,700.0,22.72,29.32,2,5.0,1.0,2,3,2.0,1800.0,7.92,2
23,0.0,500.0,49.86,28.69,2,3.0,3.0,2,4,2.0,671.0,4.28,1
32,0.0,1000.0,46.81,46.71,2,2.0,1.0,2,0,1.0,700.0,23.9,0
51,1.0,10000.0,18.4,289.45,7,5.0,1.0,2,1,8.0,3000.0,9.65,2
41,0.0,2600.0,16.45,72.52,0,3.0,2.0,2,1,1.0,4000.0,7.56,1
66,0.0,500.0,24.07,21.31,2,5.0,1.0,2,1,1.0,2050.0,22.68,2
51,1.0,500.0,23.74,15.97,3,4.0,3.0,2,1,1.0,1730.0,12.48,1
44,1.0,3000.0,24.09,96.46,6,5.0,4.0,2,1,1.0,1078.0,47.4,2
38,0.0,1000.0,21.62,55.02,2,3.0,2.0,2,1,1.0,613.0,35.08,2
44,0.0,4500.0,28.82,157.34,7,2.0,4.0,1,1,4.0,1946.0,22.14,1
25,0.0,6500.0,32.49,306.54,6,2.0,2.0,2,2,1.0,1500.0,38.9,2
23,1.0,4000.0,31.55,146.58,2,4.0,2.0,2,4,3.0,550.0,26.65,1
41,0.0,2570.0,31.12,218.26,2,3.0,3.0,2,1,1.0,1500.0,14.55,1
32,0.0,2545.0,26.37,334.93,0,3.0,1.0,2,0,4.0,2777.0,30.79,2
54,0.0,1440.0,73.73,372.63,8,3.0,1.0,1,1,4.0,1963.0,18.98,1
35,1.0,1245.0,33.32,377.55,0,5.0,4.0,2,1,8.0,3490.0,37.18,1
35,0.0,1560.0,36.73,343.46,2,3.0,1.0,2,0,7.0,1968.0,20.5,1
43,1.0,700.0,25.97,23.27,7,5.0,3.0,2,0,4.0,1750.0,30.3,0
26,1.0,1000.0,40.4,45.63,4,5.0,3.0,2,2,7.0,1100.0,4.15,1
49,0.0,4000.0,17.36,113.51,0,5.0,2.0,2,1,7.0,1100.0,67.86,1
33,1.0,10000.0,26.37,334.93,2,3.0,3.0,2,5,4.0,2525.0,23.17,2
38,0.0,10000.0,20.22,299.49,2,5.0,1.0,2,0,1.0,2700.0,11.09,2
48,1.0,3000.0,17.12,84.75,0,4.0,4.0,2,5,9.0,593.0,17.66,0
46,0.0,6000.0,22.2,186.4,2,2.0,1.0,2,0,6.0,600.0,31.07,1
21,0.0,5500.0,47.52,259.6,2,4.0,3.0,2,4,2.0,800.0,32.45,1
41,1.0,2200.0,24.7,183.21,2,4.0,1.0,2,1,2.0,1509.0,12.14,1
38,1.0,1235.0,33.79,156.77,5,5.0,4.0,2,1,4.0,2700.0,5.81,0
47,1.0,3770.0,23.03,173.06,8,5.0,4.0,2,1,8.0,2099.0,20.72,2
69,1.0,2910.0,21.76,189.01,2,5.0,1.0,1,5,9.0,5038.0,24.2,2
51,0.0,3000.0,85.22,226.58,2,2.0,4.0,2,5,1.0,1867.0,51.34,1
26,1.0,1000.0,48.66,364.06,2,5.0,3.0,2,2,2.0,753.0,48.35,1
43,1.0,4000.0,22.31,166.74,7,4.0,5.0,2,0,1.0,1123.0,69.7,2
68,1.0,900.0,29.68,31.94,7,4.0,1.0,1,5,1.0,2755.0,17.53,2
37,1.0,4250.0,19.66,113.67,5,5.0,1.0,2,3,1.0,1580.0,7.19,2
33,0.0,5315.0,27.98,176.94,6,5.0,3.0,2,0,1.0,3400.0,18.5,2
25,0.0,530.0,30.56,18.48,5,3.0,3.0,2,3,4.0,1815.0,58.53,1
40,1.0,6910.0,18.0,190.44,0,4.0,1.0,2,1,8.0,830.0,32.82,0
41,0.0,4000.0,21.76,123.27,7,5.0,1.0,0,1,5.0,6000.0,2.05,0
22,0.0,1500.0,44.65,67.83,6,4.0,2.0,2,2,1.0,1000.0,19.28,2
38,0.0,6000.0,21.52,247.66,7,4.0,1.0,2,1,1.0,5900.0,4.95,2
28,0.0,2500.0,25.96,83.13,3,5.0,1.0,2,3,1.0,1260.0,19.77,0
23,0.0,3190.0,30.79,111.67,6,4.0,3.0,1,4,3.0,501.0,47.24,2
63,1.0,850.0,61.49,98.42,2,4.0,4.0,1,3,1.0,1080.0,37.72,1
21,1.0,2335.0,46.92,106.52,2,2.0,2.0,2,4,1.0,645.0,16.51,1
34,1.0,3190.0,21.8,572.89,7,5.0,3.0,2,0,3.0,1899.0,47.65,1
26,0.0,1885.0,32.38,95.57,6,5.0,1.0,2,3,4.0,1300.0,7.35,2
66,0.0,1290.0,31.12,149.65,7,4.0,4.0,1,4,3.0,1640.0,40.25,1
52,1.0,1805.0,31.12,112.32,2,3.0,1.0,1,1,8.0,1047.0,10.73,1
47,1.0,1080.0,73.73,208.54,4,3.0,4.0,2,1,2.0,1456.0,65.15,1
42,0.0,3190.0,25.97,135.39,2,3.0,2.0,2,1,3.0,2400.0,5.64,2
43,1.0,2885.0,27.98,353.88,0,3.0,1.0,2,5,4.0,2300.0,47.99,1
50,1.0,2125.0,73.81,152.56,8,4.0,1.0,0,5,1.0,1894.0,22.26,1
27,0.0,5315.0,27.17,174.36,0,5.0,2.0,2,3,7.0,2100.0,51.16,1
68,0.0,1595.0,57.09,84.32,7,2.0,5.0,1,5,1.0,647.0,33.46,1
52,0.0,5315.0,28.82,179.65,2,3.0,2.0,2,5,3.0,1800.0,9.98,1
40,1.0,2655.0,31.12,93.48,2,5.0,4.0,1,0,1.0,700.0,13.35,1
36,0.0,3190.0,43.51,138.05,2,4.0,3.0,2,1,3.0,1100.0,15.1,2
33,1.0,3190.0,31.92,113.91,2,5.0,2.0,2,0,4.0,2800.0,4.07,1
26,0.0,3545.0,37.74,158.07,7,3.0,3.0,2,3,4.0,1286.0,39.51,1
57,1.0,530.0,15.36,49.08,2,4.0,4.0,2,5,9.0,622.0,14.16,2
35,0.0,3370.0,36.23,245.1,0,3.0,2.0,2,1,4.0,1875.0,34.41,1
25,0.0,1595.0,45.22,70.89,0,3.0,2.0,2,3,3.0,750.0,27.21,1
56,0.0,1060.0,19.66,30.18,7,4.0,4.0,2,5,1.0,550.0,22.93,1
33,0.0,3190.0,24.87,112.45,2,4.0,2.0,2,0,1.0,1071.0,30.88,0
49,0.0,2125.0,24.83,66.76,7,5.0,1.0,2,1,1.0,1807.0,42.84,1
43,0.0,3720.0,19.65,105.89,2,4.0,1.0,2,5,9.0,601.0,34.26,0
38,1.0,2890.0,33.32,233.25,2,4.0,2.0,2,1,1.0,2528.0,55.45,1
50,1.0,3750.0,44.52,259.74,0,4.0,1.0,2,1,1.0,831.0,46.5,1
30,0.0,3560.0,24.1,164.73,0,3.0,3.0,2,0,4.0,3000.0,38.82,1
30,0.0,1870.0,40.4,188.98,7,5.0,3.0,2,3,3.0,1250.0,23.92,2
31,1.0,2340.0,31.12,276.94,2,4.0,3.0,2,2,2.0,1300.0,42.69,1
27,0.0,4575.0,25.17,246.56,3,4.0,2.0,2,2,8.0,2450.0,21.16,1
