No,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
962,FDZ56,16.25,1,.025715562,1,168.1474,2,1987,3,3,2,1516.0266
6422,NCG55,16.25,1,.039113587,3,116.0176,2,1987,3,3,2,1488.7288
7423,FDA50,16.25,1,.087102593,5,96.041,2,1987,3,3,2,868.869
8093,FDO50,16.25,1,.078103689,6,91.1804,2,1987,3,3,2,1929.4884
808,FDB09,16.25,1,.057485328,1,126.2046,10,1999,2,1,2,1867.569
4144,FDK32,16.25,2,.049051717,1,152.4682,10,1999,2,1,2,2439.4912
4490,FDO50,16.25,1,.078290271,6,93.1804,10,1999,2,1,2,1194.4452
4826,FDA50,16.25,1,.087310672,5,95.541,10,1999,2,1,2,1544.656
5306,NCG55,16.25,1,.039207025,3,116.1176,10,1999,2,1,2,2633.9048
6718,FDZ56,16.25,1,.025776994,1,169.9474,10,1999,2,1,2,2863.6058
1061,FDZ56,16.25,1,.025732114,1,166.4474,7,2004,1,2,2,5390.3168
3967,FDB09,16.25,1,.057396092,1,125.8046,9,1997,1,1,2,747.0276
4702,FDA50,16.25,1,.087158654,5,95.141,7,2004,1,2,2,2220.443
5859,FDB09,16.25,1,.057385239,1,126.2046,7,2004,1,2,2,1369.5506
6330,FDA50,16.25,1,.087175137,5,98.341,9,1997,1,1,2,1351.574
6440,FDO50,16.25,1,.078168739,6,91.3804,9,1997,1,1,2,1653.8472
1769,FDX37,16.2,1,0,6,100.57,2,1987,3,3,2,1398.18
2023,DRH36,16.2,1,0,9,73.4696,2,1987,3,3,2,2087.9488
5248,DRG37,16.2,1,.019362306,9,154.6972,2,1987,3,3,2,1713.7692
7732,FDH17,16.2,2,.016639482,4,95.8726,2,1987,3,3,2,1076.5986
8258,FDA52,16.2,2,.128315409,4,178.137,2,1987,3,3,2,3881.614
1813,FDX37,16.2,1,.063127333,6,100.47,10,1999,2,1,2,1597.92
1858,FDD53,16.2,1,.044291251,4,43.3454,10,1999,2,1,2,503.3448
3375,DRG37,16.2,1,.01940856,9,156.7972,10,1999,2,1,2,3739.1328
6221,FDH17,16.2,2,.016679232,4,96.3726,10,1999,2,1,2,2740.4328
6341,NCO53,16.2,1,0,8,182.1608,10,1999,2,1,2,3123.9336
8074,FDF02,16.2,1,.103634038,6,101.399,10,1999,2,1,2,1031.99
8086,FDA52,16.2,2,.128621941,4,175.537,10,1999,2,1,2,3528.74
8246,FDU55,16.2,1,.035967107,1,260.3278,10,1999,2,1,2,7549.5062
2301,DRG37,16.2,1,.019374768,9,155.8972,7,2004,1,2,2,2025.3636
2999,DRG37,16.2,1,.019378432,9,156.4972,9,1997,1,1,2,1090.5804
3038,DRH36,16.2,1,.033373748,9,74.0696,7,2004,1,2,2,894.8352
3326,FDX37,16.2,1,.063017421,6,100.37,7,2004,1,2,2,998.7
4172,NCW06,16.2,1,0,3,190.8162,7,2004,1,2,2,3271.0754
4189,FDA52,16.2,2,.128397995,4,178.337,7,2004,1,2,2,1411.496
5277,FDH17,16.2,2,.01665334,4,97.3726,9,1997,1,1,2,2055.3246
6971,DRH36,16.2,1,.03338006,9,74.0696,9,1997,1,1,2,1416.8224
7820,FDH17,16.2,2,.016650191,4,97.4726,7,2004,1,2,2,1174.4712
762,FDV56,16.1,2,.013584408,1,107.7596,2,1987,3,3,2,323.5788
805,FDH20,16.1,2,.024928351,1,95.141,2,1987,3,3,2,3089.312
1057,FDL39,16.1,2,.063278652,5,182.1318,2,1987,3,3,2,2345.6134
1847,FDV28,16.1,2,.159595473,4,32.8558,2,1987,3,3,2,339.558
3895,FDZ20,16.1,1,.034278413,1,255.2356,2,1987,3,3,2,6867.0612
6896,FDI44,16.1,1,.100149459,1,78.4328,2,1987,3,3,2,1158.492
1859,FDI44,16.1,1,.100388706,1,76.0328,10,1999,2,1,2,1853.5872
1961,DRF36,16.1,1,.023613955,9,192.8846,10,1999,2,1,2,5350.3688
2221,FDH20,16.1,2,.024987903,1,97.341,10,1999,2,1,2,1255.033
2350,FDL39,16.1,2,.063429818,5,179.4318,10,1999,2,1,2,2345.6134
2741,FDZ20,16.1,1,.0343603,1,253.4356,10,1999,2,1,2,2797.6916
5728,FDA14,16.1,1,.06528457,5,145.076,10,1999,2,1,2,1904.188
1108,FDH20,16.1,2,.024944396,1,95.441,7,2004,1,2,2,2220.443
1175,FDA28,16.1,2,.047801883,4,127.4362,9,1997,1,1,2,2265.0516
1873,DRF36,16.1,1,.023577298,9,192.6846,9,1997,1,1,2,2866.269
3714,FDL39,16.1,2,.063319379,5,180.9318,7,2004,1,2,2,1984.7498
3851,FDA14,16.1,1,.065183228,5,148.076,9,1997,1,1,2,1464.76
4690,FDZ20,16.1,1,.034306962,1,252.3356,9,1997,1,1,2,3815.034
5342,FDV28,16.1,2,.159698192,4,32.0558,7,2004,1,2,2,1018.674
7346,FDV28,16.1,2,.159728395,4,34.3558,9,1997,1,1,2,271.6464
8263,FDA28,16.1,2,.047792845,4,126.1362,7,2004,1,2,2,3271.7412
8313,FDZ20,16.1,1,.034300475,1,253.2356,7,2004,1,2,2,5849.7188
440,FDB11,16,1,.060797393,13,223.8404,2,1987,3,3,2,3600.6464
619,FDC40,16,2,.065009745,5,79.5986,2,1987,3,3,2,934.7832
732,FDQ51,16,2,.017536671,10,45.5718,2,1987,3,3,2,1039.9796
1261,FDX02,16,1,.057012606,5,225.0404,2,1987,3,3,2,5851.0504
2791,NCD18,16,1,.072608647,3,228.3668,2,1987,3,3,2,5298.4364
2848,FDA40,16,2,.099188598,4,88.9856,2,1987,3,3,2,1669.8264
4026,NCE30,16,1,.099053537,3,212.6902,2,1987,3,3,2,637.1706
5766,FDX11,16,2,.106663245,7,179.7634,2,1987,3,3,2,4180.5582
6789,FDL34,16,1,.040911824,2,141.2496,2,1987,3,3,2,3387.5904
7881,FDC34,16,2,.172615327,2,154.5972,2,1987,3,3,2,1869.5664
8255,FDD04,16,1,.08989642,5,143.4154,2,1987,3,3,2,1985.4156
1082,FDV43,16,1,.076975118,1,46.2086,10,1999,2,1,2,490.6946
1262,FDL34,16,1,.041009558,2,141.2496,10,1999,2,1,2,2681.8424
1294,FDB11,16,1,.060942632,13,225.6404,10,1999,2,1,2,2925.5252
1722,FDD04,16,1,.090111173,5,141.3154,10,1999,2,1,2,3261.7542
3216,NCE30,16,1,.099290166,3,214.0902,10,1999,2,1,2,1486.7314
3943,FDX11,16,2,.106918052,7,183.5634,10,1999,2,1,2,4725.8484
4132,FDC40,16,2,.065165046,5,79.3986,10,1999,2,1,2,856.8846
6246,FDA40,16,2,.09942555,4,87.0856,10,1999,2,1,2,527.3136
7079,FDC34,16,2,.173027688,2,155.2972,10,1999,2,1,2,3583.3356
147,FDB11,16,1,.060836524,13,226.8404,7,2004,1,2,2,6301.1312
499,FDA40,16,2,.099252438,4,87.4856,7,2004,1,2,2,1054.6272
1590,FDX02,16,1,.05706009,5,225.0404,9,1997,1,1,2,4950.8888
1742,FDQ51,16,2,.017547958,10,48.3718,7,2004,1,2,2,614.5334
1779,FDL34,16,1,.040938155,2,141.1496,7,2004,1,2,2,4516.7872
2370,FDT56,16,2,.115570552,1,57.5246,7,2004,1,2,2,173.7738
2483,FDD04,16,1,.089971292,5,143.2154,9,1997,1,1,2,1701.7848
2682,NCE30,16,1,.099136036,3,210.3902,9,1997,1,1,2,1486.7314
2709,NCE30,16,1,.09911729,3,210.7902,7,2004,1,2,2,4460.1942
2858,FDL34,16,1,.040945898,2,143.1496,9,1997,1,1,2,2258.3936
3534,FDC40,16,2,.065051586,5,76.1986,7,2004,1,2,2,1090.5804
3642,FDX11,16,2,.106731895,7,183.6634,7,2004,1,2,2,2544.6876
4287,FDA40,16,2,.099271209,4,88.5856,9,1997,1,1,2,878.856
4905,FDC34,16,2,.172759093,2,157.0972,9,1997,1,1,2,4673.916
5132,NCD18,16,1,.072655379,3,229.8668,7,2004,1,2,2,4837.7028
5489,FDX11,16,2,.106752081,7,181.4634,9,1997,1,1,2,1090.5804
5645,NCD18,16,1,0,3,228.8668,9,1997,1,1,2,1612.5676
6613,FDX02,16,1,.057049301,5,225.9404,7,2004,1,2,2,1350.2424
72,FDL12,15.85,2,.121531501,7,59.222,2,1987,3,3,2,599.22
1411,FDL21,15.85,2,.007140468,2,40.848,2,1987,3,3,2,679.116
3480,FDA13,15.85,1,.078489577,6,39.9506,2,1987,3,3,2,645.1602
4449,FDX03,15.85,2,.061045133,10,44.7744,2,1987,3,3,2,181.0976
5068,FDP11,15.85,1,.069043044,11,218.7166,2,1987,3,3,2,4136.6154
5976,FDR23,15.85,1,.081719458,11,178.037,2,1987,3,3,2,2646.555
6504,FDT45,15.85,1,0,2,55.1956,2,1987,3,3,2,1255.6988
346,DRI37,15.85,1,.107765165,9,59.5904,10,1999,2,1,2,703.0848
1796,NCR18,15.85,1,.020519478,3,42.5112,10,1999,2,1,2,852.224
5038,FDH28,15.85,2,.110202066,4,39.7506,10,1999,2,1,2,721.0614
6835,FDX03,15.85,2,.061190964,10,47.1744,10,1999,2,1,2,996.0368
7300,FDR23,15.85,1,.081914677,11,177.637,10,1999,2,1,2,3352.303
8228,FDA13,15.85,1,.07867708,6,37.8506,10,1999,2,1,2,341.5554
49,FDL12,15.85,2,.121632721,7,60.622,9,1997,1,1,2,2576.646
223,FDH28,15.85,2,.110030997,4,37.2506,9,1997,1,1,2,265.6542
387,FDC50,15.85,1,0,6,96.4094,7,2004,1,2,2,1237.7222
1078,FDP11,15.85,1,.069087481,11,218.7166,7,2004,1,2,2,1088.583
1425,FDG59,15.85,1,.043226398,13,37.5164,7,2004,1,2,2,270.3148
1478,FDG59,15.85,1,.043234574,13,38.3164,9,1997,1,1,2,540.6296
1739,NCR18,15.85,1,.020487625,3,44.0112,9,1997,1,1,2,468.7232
2216,FDT45,15.85,1,.057302606,2,53.3956,7,2004,1,2,2,600.5516
2399,FDT45,15.85,1,.057313443,2,53.3956,9,1997,1,1,2,1364.89
3982,DRI37,15.85,1,.107597879,9,58.7904,9,1997,1,1,2,585.904
4334,FDC50,15.85,1,.136497913,6,96.3094,9,1997,1,1,2,2856.282
4533,FDL21,15.85,2,.007145063,2,41.048,7,2004,1,2,2,479.376
5172,FDA13,15.85,1,.078540095,6,36.3506,7,2004,1,2,2,607.2096
6080,FDH28,15.85,2,.110010191,4,38.8506,7,2004,1,2,2,341.5554
6735,FDL12,15.85,2,.121609722,7,60.222,7,2004,1,2,2,539.298
7978,FDL21,15.85,2,.007146415,2,41.048,9,1997,1,1,2,798.96
8066,FDP11,15.85,1,.069100548,11,216.6166,9,1997,1,1,2,4136.6154
2680,NCQ18,15.75,1,.134960397,3,101.37,2,1987,3,3,2,2097.27
3185,DRP47,15.75,1,.14048631,12,252.7382,2,1987,3,3,2,3280.3966
7522,FDO12,15.75,1,.054884821,7,195.3452,2,1987,3,3,2,1761.7068
4107,DRP47,15.75,1,.140821917,12,252.9382,10,1999,2,1,2,2775.7202
6149,FDO12,15.75,1,.055015935,7,194.3452,10,1999,2,1,2,2740.4328
3086,DRF51,15.75,1,.165838224,5,36.6506,9,1997,1,1,2,607.2096
4053,FDO12,15.75,1,.054930533,7,194.4452,9,1997,1,1,2,5089.3752
5999,FDO12,15.75,1,.054920146,7,195.8452,7,2004,1,2,2,4893.63
6933,DRP47,15.75,1,.140603316,12,252.8382,9,1997,1,1,2,6308.455
7455,NCQ18,15.75,1,.13504726,3,98.57,7,2004,1,2,2,2496.75
270,FDM28,15.7,1,.045166237,4,178.666,2,1987,3,3,2,2516.724
3575,FDZ25,15.7,2,.027594064,6,171.179,2,1987,3,3,2,1867.569
3858,FDL32,15.7,2,0,1,112.4544,2,1987,3,3,2,1230.3984
4129,NCT41,15.7,1,.055943697,8,150.6024,2,1987,3,3,2,2428.8384
4380,DRL35,15.7,1,.03067808,12,44.777,2,1987,3,3,2,605.878
4948,NCB55,15.7,1,.160529322,3,59.2562,2,1987,3,3,2,296.281
5083,FDC38,15.7,1,.122392031,6,133.1942,2,1987,3,3,2,2782.3782
5776,FDQ24,15.7,1,.073605395,7,249.6724,2,1987,3,3,2,6543.4824
7224,DRD60,15.7,1,.037201127,9,181.7634,2,1987,3,3,2,2544.6876
891,FDL32,15.7,2,.122657336,1,110.1544,10,1999,2,1,2,1565.9616
1571,FDP45,15.7,2,.030672457,2,253.1724,10,1999,2,1,2,5285.1204
3103,DRL35,15.7,1,.030751366,12,42.577,10,1999,2,1,2,952.094
3313,FDC38,15.7,1,.122684413,6,132.2942,10,1999,2,1,2,2252.4014
7225,FDM28,15.7,1,.045274134,4,177.966,10,1999,2,1,2,3415.554
7698,DRD60,15.7,1,.037289996,9,182.7634,10,1999,2,1,2,3453.5046
415,NCB55,15.7,1,.160663021,3,59.4562,9,1997,1,1,2,829.5868
1466,FDZ25,15.7,2,.027617046,6,168.279,9,1997,1,1,2,4074.696
1568,FDR03,15.7,2,.008734284,10,207.898,7,2004,1,2,2,3095.97
1738,DRD60,15.7,1,.03722507,9,182.4634,7,2004,1,2,2,1999.3974
2394,DRL35,15.7,1,.030697825,12,42.877,7,2004,1,2,2,1168.479
2662,FDP45,15.7,2,.030624844,2,252.2724,9,1997,1,1,2,1258.362
3041,FDC38,15.7,1,.122470805,6,131.7942,7,2004,1,2,2,1987.413
4244,FDQ08,15.7,2,.018930352,1,59.4536,9,1997,1,1,2,857.5504
4511,FDM28,15.7,1,.045203854,4,180.266,9,1997,1,1,2,1617.894
5144,FDI02,15.7,2,.114565093,6,112.0202,9,1997,1,1,2,337.5606
5663,NCT41,15.7,1,.055979703,8,151.9024,7,2004,1,2,2,1062.6168
6447,NCT41,15.7,1,.055990291,8,153.2024,9,1997,1,1,2,3795.06
6481,FDI02,15.7,2,.11454343,6,113.7202,7,2004,1,2,2,3263.0858
6932,DRD60,15.7,1,.03723211,9,183.1634,9,1997,1,1,2,5634.6654
7628,FDF28,15.7,2,.037864721,4,124.1046,9,1997,1,1,2,1120.5414
8097,FDQ08,15.7,2,.018926773,1,60.2536,7,2004,1,2,2,1163.8184
3597,FDP37,15.6,1,.142986863,14,130.3994,2,1987,3,3,2,2826.9868
3709,FDC44,15.6,1,.172453254,1,115.1518,2,1987,3,3,2,683.1108
4916,FDN34,15.6,2,0,2,170.6132,2,1987,3,3,2,6595.4148
6318,FDJ58,15.6,2,.105208448,2,170.5764,2,1987,3,3,2,4466.1864
6701,FDN12,15.6,1,.081036436,7,112.3544,2,1987,3,3,2,2572.6512
7530,FDM33,15.6,1,.087646694,2,221.5798,2,1987,3,3,2,5509.495
8334,FDC41,15.6,1,.116815953,4,75.567,2,1987,3,3,2,1684.474
1095,FDC44,15.6,1,0,1,111.9518,10,1999,2,1,2,2163.1842
1827,FDC41,15.6,1,.117095014,4,78.067,10,1999,2,1,2,1148.505
2686,FDN34,15.6,2,.045835395,2,168.2132,10,1999,2,1,2,2367.5848
4968,NCM55,15.6,1,.066829875,16,185.5924,10,1999,2,1,2,3146.5708
6535,FDU45,15.6,2,.035561344,2,112.1518,10,1999,2,1,2,1821.6288
8075,FDC04,15.6,1,.045055587,5,242.3854,10,1999,2,1,2,2416.854
71,FDJ58,15.6,2,.105296072,2,170.1764,9,1997,1,1,2,3435.528
1056,FDN34,15.6,2,.04575559,2,167.1132,7,2004,1,2,2,2874.9244
1720,FDL45,15.6,1,.037680711,2,123.7704,7,2004,1,2,2,3129.26
1733,FDJ58,15.6,2,.105276162,2,173.2764,7,2004,1,2,2,3779.0808
2794,FDC41,15.6,1,.116913245,4,78.167,9,1997,1,1,2,1837.608
3582,FDN12,15.6,1,.081103929,7,112.3544,9,1997,1,1,2,1006.6896
5521,FDU45,15.6,2,.035506142,2,112.4518,9,1997,1,1,2,3301.7022
6813,NCM55,15.6,1,.066726133,16,185.8924,9,1997,1,1,2,3516.7556
7151,FDM33,15.6,1,.087719692,2,218.5798,9,1997,1,1,2,4407.596
7578,FDC44,15.6,1,.172596885,1,114.8518,9,1997,1,1,2,2163.1842
2705,FDC09,15.5,2,.026280116,1,102.3332,2,1987,3,3,2,922.7988
4532,DRL37,15.5,1,.053327763,9,44.477,2,1987,3,3,2,865.54
4653,FDC37,15.5,1,.032845997,7,106.7938,2,1987,3,3,2,3215.814
5468,FDF10,15.5,2,.156797787,2,148.6418,2,1987,3,3,2,3972.8286
5615,FDS57,15.5,1,.103356186,2,142.847,2,1987,3,3,2,1574.617
6181,FDY40,15.5,2,.085763562,4,49.0692,2,1987,3,3,2,295.6152
6894,FDU12,15.5,2,.075688032,7,262.9568,2,1987,3,3,2,1845.5976
433,FDF10,15.5,2,.15717236,2,149.1418,10,1999,2,1,2,588.5672
2134,FDS57,15.5,1,.103603094,2,143.547,10,1999,2,1,2,1431.47
2742,FDR56,15.5,2,.100922503,1,199.0768,10,1999,2,1,2,2759.0752
3419,DRL37,15.5,1,.053455158,9,43.677,10,1999,2,1,2,562.601
5129,FDU12,15.5,2,.075868843,7,261.7568,10,1999,2,1,2,1845.5976
5702,FDF24,15.5,2,.025409912,7,83.2934,10,1999,2,1,2,1883.5482
6213,FDC37,15.5,1,.032924463,7,107.2938,10,1999,2,1,2,2143.876
8203,FDC09,15.5,2,.026342897,1,104.1332,10,1999,2,1,2,1230.3984
941,DRL37,15.5,1,.053362086,9,41.577,7,2004,1,2,2,735.709
1277,FDF24,15.5,2,.02536567,7,82.7934,7,2004,1,2,2,1228.401
3159,FDU12,15.5,2,.07575107,7,262.8568,9,1997,1,1,2,5800.4496
3288,FDG20,15.5,2,.125687917,1,178.2028,9,1997,1,1,2,1416.8224
6510,FDS57,15.5,1,.103442268,2,144.847,9,1997,1,1,2,2433.499
7086,FDU12,15.5,2,.075736746,7,265.5568,7,2004,1,2,2,4482.1656
7655,FDS57,15.5,1,.103422709,2,144.847,7,2004,1,2,2,1717.764
7661,FDY40,15.5,2,.085834992,4,49.6692,9,1997,1,1,2,788.3072
436,DRI13,15.35,1,.020310046,9,218.0508,2,1987,3,3,2,3038.7112
770,NCL19,15.35,1,.015663185,16,143.947,2,1987,3,3,2,3006.087
3208,FDP46,15.35,1,.074553522,2,91.883,2,1987,3,3,2,2606.607
5616,FDW15,15.35,2,.055067732,10,146.5734,2,1987,3,3,2,2375.5744
6346,FDS40,15.35,1,.014007727,4,38.319,2,1987,3,3,2,292.952
7979,DRM37,15.35,1,.096317593,9,197.3768,2,1987,3,3,2,3350.3056
1211,NCP54,15.35,1,.035204319,3,122.873,10,1999,2,1,2,2832.979
1406,FDZ31,15.35,2,0,1,193.0504,10,1999,2,1,2,2492.7552
1895,FDP04,15.35,1,.013834247,4,62.7168,10,1999,2,1,2,958.752
3135,NCL19,15.35,1,.015700603,16,141.147,10,1999,2,1,2,2719.793
4372,FDS40,15.35,1,.01404119,4,38.419,10,1999,2,1,2,476.047
5533,DRE25,15.35,1,.073397129,9,91.912,10,1999,2,1,2,2609.936
540,NCL19,15.35,1,.015673267,16,145.047,7,2004,1,2,2,2719.793
578,DRE25,15.35,1,.073269336,9,92.112,7,2004,1,2,2,1118.544
2571,FDZ31,15.35,2,.113195815,1,190.8504,7,2004,1,2,2,3643.2576
2931,FDW15,15.35,2,.055103174,10,149.7734,7,2004,1,2,2,2820.9946
3070,DRI13,15.35,1,.020326962,9,216.7508,9,1997,1,1,2,1736.4064
4724,FDZ31,15.35,2,.113217223,1,191.1504,9,1997,1,1,2,1725.7536
5419,DRM37,15.35,1,.096379585,9,196.5768,7,2004,1,2,2,4729.8432
5793,FDP04,15.35,1,.013812772,4,64.7168,9,1997,1,1,2,1022.6688
5974,FDP46,15.35,1,.074601506,2,90.983,7,2004,1,2,2,1348.245
6117,NCP54,15.35,1,.035143024,3,124.373,7,2004,1,2,2,2093.941
6257,DRE25,15.35,1,.073283193,9,91.812,9,1997,1,1,2,1771.028
7022,NCL19,15.35,1,.015676231,16,144.047,9,1997,1,1,2,286.294
7506,FDP46,15.35,1,0,2,88.283,9,1997,1,1,2,1797.66
6353,NCG18,15.3,1,.02295878,3,101.6332,2,1987,3,3,2,1845.5976
1465,FDJ26,15.3,2,.084765192,6,215.0218,9,1997,1,1,2,1923.4962
2565,FDJ26,15.3,2,.084749164,6,215.5218,7,2004,1,2,2,4060.7142
5954,NCG18,15.3,1,0,3,103.5332,7,2004,1,2,2,3383.5956
1115,FDG16,15.25,1,.089742065,4,213.7192,2,1987,3,3,2,1078.596
1587,FDV57,15.25,2,.065841719,2,179.866,2,1987,3,3,2,2696.49
496,FDV57,15.25,2,.065999008,2,177.966,10,1999,2,1,2,2336.958
2630,FDB34,15.25,1,.026651184,2,86.6198,10,1999,2,1,2,1657.1762
4483,FDG16,15.25,1,.08995645,4,217.1192,10,1999,2,1,2,3235.788
386,FDB34,15.25,1,.026604781,2,86.2198,7,2004,1,2,2,610.5386
2653,FDV57,15.25,2,.065896556,2,179.266,9,1997,1,1,2,1438.128
5906,FDG16,15.25,1,.089816808,4,217.3192,9,1997,1,1,2,5608.6992
8339,NCY06,15.25,1,.061184804,3,132.0968,9,1997,1,1,2,3914.904
3266,FDT57,15.2,1,.019018943,2,238.7248,2,1987,3,3,2,1659.1736
4784,NCX05,15.2,1,.09698132,8,116.3492,2,1987,3,3,2,2548.6824
2331,NCN29,15.2,1,0,8,47.8034,10,1999,2,1,2,437.4306
5818,DRM48,15.2,1,.113072194,9,35.8848,10,1999,2,1,2,596.5568
6846,FDP25,15.2,1,.021240491,6,216.9824,10,1999,2,1,2,4804.4128
7037,FDT57,15.2,1,.019064377,2,238.2248,10,1999,2,1,2,3555.372
7919,NCI54,15.2,1,.033651278,3,108.9912,10,1999,2,1,2,1965.4416
1148,DRN36,15.2,1,.050168354,9,95.3752,7,2004,1,2,2,1438.128
1726,DRM48,15.2,1,.112896669,9,36.0848,9,1997,1,1,2,1193.1136
1926,FDP25,15.2,1,.021203509,6,216.3824,7,2004,1,2,2,6114.7072
2131,NCI54,15.2,1,.033592687,3,108.1912,7,2004,1,2,2,1856.2504
2567,FDK09,15.2,1,.091763303,2,228.5352,9,1997,1,1,2,1832.2816
3117,DRN36,15.2,1,0,9,96.6752,9,1997,1,1,2,479.376
4217,FDP25,15.2,1,.021207519,6,219.4824,9,1997,1,1,2,1747.0592
4381,FDD56,15.2,2,.103758647,1,177.0054,7,2004,1,2,2,2976.7918
4822,FDK09,15.2,1,.091745951,2,229.0352,7,2004,1,2,2,2290.352
5816,FDT57,15.2,1,.019031184,2,235.5248,7,2004,1,2,2,4740.496
5950,NCI54,15.2,1,.033599041,3,107.7912,9,1997,1,1,2,1091.912
6486,NCX05,15.2,1,.097043739,8,116.8492,7,2004,1,2,2,2664.5316
7508,FDD56,15.2,2,.10377827,1,175.6054,9,1997,1,1,2,2451.4756
1038,FDS16,15.15,2,.066121873,4,145.676,2,1987,3,3,2,3661.9
4703,FDS48,15.15,1,.027756137,7,150.4708,2,1987,3,3,2,2106.5912
474,FDT09,15.15,2,.012282366,2,132.5284,10,1999,2,1,2,1713.7692
3856,FDS16,15.15,2,.066279832,4,147.876,10,1999,2,1,2,4540.756
411,FDS48,15.15,1,.027779254,7,150.1708,9,1997,1,1,2,1504.708
2449,FDT09,15.15,2,.012260981,2,131.7284,7,2004,1,2,2,1186.4556
3628,FDS16,15.15,2,.066164431,4,147.376,7,2004,1,2,2,2197.14
4588,FDS48,15.15,1,.027774002,7,152.3708,7,2004,1,2,2,3159.8868
5275,FDL57,15.1,2,.067020992,2,260.3304,2,1987,3,3,2,5424.9384
5867,NCW18,15.1,1,.059275452,3,238.9248,2,1987,3,3,2,6636.6944
7181,FDR27,15.1,2,.096020459,10,133.7942,2,1987,3,3,2,2384.8956
7336,NCU18,15.1,1,.055793586,3,139.7496,2,1987,3,3,2,3952.1888
7545,FDI19,15.1,1,.052295514,10,242.9512,2,1987,3,3,2,4847.024
7851,FDF29,15.1,2,.019917598,4,129.431,2,1987,3,3,2,3505.437
8149,FDY21,15.1,1,0,2,195.211,2,1987,3,3,2,3142.576
13,FDX32,15.1,2,.1000135,1,145.4786,10,1999,2,1,2,1589.2646
1916,NCW18,15.1,1,.059417055,3,237.9248,10,1999,2,1,2,2133.2232
2437,FDF29,15.1,2,.019965179,4,130.531,10,1999,2,1,2,908.817
2521,FDR27,15.1,2,.096249842,10,134.4942,10,1999,2,1,2,2119.9072
5263,FDQ07,15.1,2,.087542757,1,219.8456,10,1999,2,1,2,6189.2768
6177,FDZ07,15.1,2,.094037291,1,62.3194,10,1999,2,1,2,495.3552
6691,FDL36,15.1,1,.076193763,7,89.783,10,1999,2,1,2,2247.075
6975,FDL57,15.1,2,.067181098,2,258.8304,10,1999,2,1,2,5424.9384
8016,FDH45,15.1,2,.105831117,1,41.6796,10,1999,2,1,2,784.3124
59,FDY21,15.1,1,.173481304,2,194.511,9,1997,1,1,2,4910.275
205,FDI19,15.1,1,.052339069,10,242.7512,9,1997,1,1,2,4119.9704
616,FDH45,15.1,2,.105646853,1,42.8796,7,2004,1,2,2,949.4308
876,FDM52,15.1,1,.025993423,4,147.4076,9,1997,1,1,2,2808.3444
1784,FDM52,15.1,1,.025988508,4,146.6076,7,2004,1,2,2,2364.9216
1832,FDX32,15.1,2,.099839365,1,143.3786,7,2004,1,2,2,1733.7432
2498,FDQ07,15.1,2,.087406863,1,221.8456,9,1997,1,1,2,663.1368
2554,NCU18,15.1,1,.055840055,3,139.8496,9,1997,1,1,2,1411.496
2930,FDI19,15.1,1,.052329172,10,243.1512,7,2004,1,2,2,4604.6728
3499,FDL57,15.1,2,.067064128,2,257.9304,7,2004,1,2,2,6458.26
4270,NCW18,15.1,1,.059313603,3,238.1248,7,2004,1,2,2,4266.4464
5323,FDX55,15.1,1,.0552059,1,219.4166,9,1997,1,1,2,6096.0648
5633,FDN60,15.1,1,.095140088,7,159.9604,7,2004,1,2,2,2852.2872
6988,FDX55,15.1,1,.055195461,1,216.1166,7,2004,1,2,2,5007.4818
7359,FDF29,15.1,2,.019930418,4,131.531,7,2004,1,2,2,2856.282
7632,FDH45,15.1,2,.105666833,1,41.6796,9,1997,1,1,2,495.3552
7785,NCU18,15.1,1,.055829496,3,140.2496,7,2004,1,2,2,2681.8424
8056,FDN60,15.1,1,.095158081,7,159.2604,9,1997,1,1,2,2852.2872
460,NCC42,15,1,.044871033,8,140.3838,2,1987,3,3,2,2528.7084
1471,FDH50,15,2,.161301097,6,185.1266,2,1987,3,3,2,2213.1192
1578,FDQ03,15,2,.077949334,10,238.7248,2,1987,3,3,2,2133.2232
2107,FDW47,15,1,.046336634,11,120.0414,2,1987,3,3,2,3533.4006
2264,FDJ09,15,1,.058346234,2,44.0744,2,1987,3,3,2,633.8416
3340,DRD13,15,1,.049038621,9,65.4168,2,1987,3,3,2,1661.8368
6751,FDO48,15,2,.02681843,7,219.7456,2,1987,3,3,2,3094.6384
7109,NCZ29,15,1,.071312064,8,125.7362,2,1987,3,3,2,3020.0688
7592,FDC47,15,1,.118791698,2,229.9694,2,1987,3,3,2,4339.0186
7960,FDF35,15,1,.153861181,13,108.5938,2,1987,3,3,2,1393.5194
1382,DRN59,15,1,.064241345,12,45.206,10,1999,2,1,2,792.302
3728,FDQ03,15,2,0,10,235.6248,10,1999,2,1,2,1896.1984
4493,FDW47,15,1,.046447328,11,121.5414,10,1999,2,1,2,2436.828
5315,FDF35,15,1,.154228739,13,107.3938,10,1999,2,1,2,750.3566
5351,FDJ09,15,1,.058485617,2,44.7744,10,1999,2,1,2,679.116
7198,NCC42,15,1,.044978225,8,140.8838,10,1999,2,1,2,2247.7408
8151,DRD13,15,1,.049155769,9,65.2168,10,1999,2,1,2,958.752
