Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDT21,7.42,0,0.020374875,1,248.0092,OUT013,1987,0,2,1,0.09282872590023462
DRE49,20.75,0,0.035568147,0,151.8024,OUT010,1998,1,2,0,0.009078853412220748
FDN16,12.6,2,0.062797771,1,103.999,OUT049,1999,1,0,1,0.060695705396307253
FDE04,19.75,2,0.018096488,1,179.566,OUT018,2009,1,2,2,0.20401917780271342
FDC51,10.895,2,0.009613854,1,122.973,OUT013,1987,0,2,1,0.09180863001122105
FDO04,16.6,0,0.026645307,1,53.5614,OUT018,2009,1,2,2,0.06941752524737325
FDD41,6.765,2,0.087753682,1,105.3306,OUT017,2007,1,1,1,0.15760481485259614
FDI45,13.1,0,0.037657459,1,175.8054,OUT045,2002,1,1,1,0.21207793532592065
NCB18,12.857645184136183,1,0.041091215,2,89.5514,OUT027,1985,1,2,3,0.2552279914311945
FDW51,6.155,2,0.095195306,1,213.956,OUT017,2007,1,1,1,0.17698663674385393
NCK07,10.65,1,0.048686689,2,164.1526,OUT046,1997,2,0,1,0.13602978679995917
FDZ45,12.857645184136183,0,0.117091213,1,197.9084,OUT019,1985,2,0,0,0.07344690400897685
FDB37,20.25,2,0.022940826,1,241.8538,OUT046,1997,2,0,1,0.43935529939814344
FDZ60,20.5,0,0.119339241,1,106.0596,OUT035,2004,2,1,1,0.07181475058655513
FDN04,11.8,2,0.014075334,1,176.8344,OUT013,1987,0,2,1,0.2708354585331021
FDW47,15.0,0,0.046336634,1,120.0414,OUT013,1987,0,2,1,0.26813220442721614
FDB17,13.15,0,0.036641589,1,180.7976,OUT013,1987,0,2,1,0.4691420993573396
FDR56,15.5,2,0.101176316,1,198.9768,OUT018,2009,1,2,2,0.3597878200550852
FDU55,12.857645184136183,0,0.035737373,1,260.6278,OUT027,1985,1,2,3,0.7153932469652149
FDH40,11.6,2,0.079376029,1,81.7276,OUT017,2007,1,1,1,0.14679179842905232
FDH05,14.35,2,0.091054989,1,231.8984,OUT049,1999,1,0,1,0.3524431296541875
FDX58,13.15,0,0.043852434,1,182.695,OUT045,2002,1,1,1,0.32005508517800674
FDC51,10.895,2,0.009620042,1,121.673,OUT035,2004,2,1,1,0.14842395185147403
NCR05,10.1,1,0.054939848,2,199.5084,OUT017,2007,1,1,1,0.25584004896460266
DRH25,18.7,0,0.014675574,0,50.8324,OUT017,2007,1,1,1,0.0690604916862185
NCR53,12.15,1,0.14526636,2,224.0404,OUT049,1999,1,0,1,0.2560440681424054
FDS04,10.195,2,0.146662938,1,138.6838,OUT046,1997,2,0,1,0.18040395797204936
FDC03,8.575,2,0.071786706,1,193.3794,OUT013,1987,0,2,1,0.057227379373661125
FDP44,16.5,2,0.133424184,1,102.2332,OUT010,1998,1,2,0,0.005304498622870549
FDK16,9.065,0,0.115799592,1,95.3094,OUT018,2009,1,2,2,0.12873610119351217
NCC30,16.6,1,0.027579198,2,178.7344,OUT046,1997,2,0,1,0.1204733244925023
FDZ26,11.6,2,0.241055611,1,238.5222,OUT010,1998,1,2,0,0.05238192390084668
NCO54,19.5,1,0.014332439,2,57.1614,OUT018,2009,1,2,2,0.1032847087626237
NCP41,16.6,1,0.027133398,2,106.2596,OUT010,1998,1,2,0,0.013975313679485873
DRE27,11.85,0,0.132876847,0,98.0726,OUT049,1999,1,0,1,0.079924512904213
FDQ10,12.85,0,0.03315162,1,170.6422,OUT013,1987,0,2,1,0.22202387024380293
NCU42,9.0,1,0.019536981,2,170.0474,OUT049,1999,1,0,1,0.32005508517800674
FDX43,5.655,0,0.085258864,1,165.85,OUT035,2004,2,1,1,0.13771294501683157
NCD19,8.93,1,0.013179388,2,55.1614,OUT046,1997,2,0,1,0.06941752524737325
NCI54,15.2,1,0.033592687,2,108.1912,OUT035,2004,2,1,1,0.13965112720595735
FDS37,7.655,0,0.05346916,1,114.1492,OUT010,1998,1,2,0,0.006324594511884117
FDO25,12.857645184136183,0,0.126831854,1,209.027,OUT027,1985,1,2,3,0.3509129858206671
FDS57,15.5,0,0.103603094,1,143.547,OUT049,1999,1,0,1,0.10711006834642457
FDI52,18.7,0,0.104840884,1,122.1072,OUT049,1999,1,0,1,0.034989288993165356
DRK12,9.5,0,0.042056944,0,31.89,OUT018,2009,1,2,2,0.025502397225339184
FDG40,13.65,0,0.040049609,1,34.4558,OUT017,2007,1,1,1,0.04427216158318882
FDU49,19.5,2,0.03075661,1,86.254,OUT045,2002,1,1,1,0.16321534224217074
FDR49,8.71,0,0.1302531766,1,46.5376,OUT013,1987,0,2,1,0.041517902682852194
FDF40,12.857645184136183,2,0.03941584,1,247.8092,OUT019,1985,2,0,0,0.0356013465265735
DRE03,19.6,0,0.024363939,0,46.3718,OUT017,2007,1,1,1,0.048148525961440376
FDR55,12.857645184136183,2,0.131443921,1,189.1872,OUT027,1985,1,2,3,0.4030398857492604
NCU05,11.8,1,0.058725131,2,82.3618,OUT035,2004,2,1,1,0.09002346220544731
FDR36,6.715,2,0.122274118,1,40.3454,OUT017,2007,1,1,1,0.06171580128532082
NCM30,19.1,1,0.067239404,2,39.6796,OUT013,1987,0,2,1,0.048046516372539025
FDH24,20.7,0,0.021464454,1,156.6288,OUT049,1999,1,0,1,0.2983780475364684
DRO47,10.195,0,0.112681821,0,113.986,OUT018,2009,1,2,2,0.03213302050392737
FDQ49,20.2,2,0.039469737,1,155.163,OUT017,2007,1,1,1,0.05738039375701317
DRJ37,10.8,0,0.061101383,0,151.9024,OUT046,1997,2,0,1,0.19514434356829544
NCJ42,19.75,1,0.014359584,2,100.8332,OUT018,2009,1,2,2,0.11527083545853312
FDD05,19.35,0,0.016637301,1,120.9098,OUT049,1999,1,0,1,0.12669590941548503
FDC39,7.405,0,0.159843921,1,206.6296,OUT018,2009,1,2,2,0.2361521983066408
NCY06,15.25,1,0.061308889,2,128.8968,OUT045,2002,1,1,1,0.17739467509945933
NCS06,12.857645184136183,1,0.055566935,2,263.591,OUT019,1985,2,0,0,0.017596654085484036
FDE16,8.895,0,0.026397141,1,207.8954,OUT045,2002,1,1,1,0.2688462715495256
NCQ50,18.75,1,0.034307348,2,215.2218,OUT046,1997,2,0,1,0.3576456186881567
FDX50,20.1,0,0.074627201,1,110.3228,OUT046,1997,2,0,1,0.1329184943384678
NCL41,12.35,1,0.041973712,2,35.7216,OUT017,2007,1,1,1,0.037233499948995205
FDM58,16.85,2,0.080015028,1,111.8544,OUT018,2009,1,2,2,0.12598184229317555
FDH35,18.25,0,0.10084386,1,166.3526,OUT010,1998,1,2,0,0.010047944506783636
FDS50,17.0,0,0.055519561,1,219.8114,OUT049,1999,1,0,1,0.08237274303784556
FDT09,12.857645184136183,2,0.012203915,1,133.2284,OUT027,1985,1,2,3,0.3307150872181985
FDR60,14.3,0,0.130946374,1,76.7328,OUT018,2009,1,2,2,0.09803121493420382
FDG22,17.6,2,0.041381156,1,35.019,OUT046,1997,2,0,1,0.047944506783637666
FDL52,12.857645184136183,2,0.04586701,1,37.9506,OUT027,1985,1,2,3,0.06722431908599409
DRJ39,20.25,0,0.036474041,0,218.3482,OUT018,2009,1,2,2,0.1820361113944711
FDW45,18.0,0,0.039231652,1,145.1418,OUT017,2007,1,1,1,0.2003468326022646
NCQ38,16.35,1,0.013393537,2,106.028,OUT045,2002,1,1,1,0.07905743139855147
FDB26,14.0,2,0.031444357,1,53.764,OUT017,2007,1,1,1,0.05865551361828012
DRG48,5.78,0,0.014555066,0,145.2102,OUT046,1997,2,0,1,0.2320208099561359
FDH10,21.0,0,0.082526478,1,191.8478,OUT010,1998,1,2,0,0.056819341018055705
FDP28,13.65,2,0.080765853,1,262.8936,OUT049,1999,1,0,1,0.3773334693461185
FDJ44,12.3,2,0.17797002,1,173.1396,OUT010,1998,1,2,0,0.05090278486177701
FDI07,12.35,2,0.03382933,1,196.9426,OUT045,2002,1,1,1,0.20952769560338672
DRJ24,11.8,0,0.11397026,0,185.1924,OUT017,2007,1,1,1,0.19596042027950628
DRL47,19.7,0,0.038729457,0,127.3362,OUT035,2004,2,1,1,0.05528919718453535
FDP38,10.1,0,0.032075379,1,50.9008,OUT013,1987,0,2,1,0.024584310925226973
FDK02,12.857645184136183,0,0.196490902,1,120.544,OUT019,1985,2,0,0,0.0341732122819545
FDO23,17.85,0,0.146305498,1,94.1436,OUT013,1987,0,2,1,0.12057533408140365
NCE54,20.7,1,0.026877471,2,74.6354,OUT013,1987,0,2,1,0.07813934509843926
FDS52,8.89,0,0.005474515,1,99.7016,OUT046,1997,2,0,1,0.14475160665102518
FDW01,14.5,0,0.064048405,1,153.4682,OUT035,2004,2,1,1,0.12593083749872488
NCF07,9.0,1,0.032203667,2,100.8016,OUT017,2007,1,1,1,0.0827297765990003
DRE15,13.35,0,0.017857847,0,77.5012,OUT018,2009,1,2,2,0.11374069162501274
FDR58,6.675,0,0.041921462,1,92.3462,OUT046,1997,2,0,1,0.18178108742221769
FDL24,10.3,2,0.024875871,1,173.0422,OUT013,1987,0,2,1,0.15597266143017444
FDQ25,12.857645184136183,2,0.028139761,1,173.7422,OUT027,1985,1,2,3,0.2748648372947057
FDX56,17.1,2,0.073997843,1,207.0638,OUT013,1987,0,2,1,0.3781495460573294
FDD20,14.15,0,0.020798905,1,123.6046,OUT018,2009,1,2,2,0.09282872590023462
DRF60,10.8,0,0.052363244,0,236.5564,OUT017,2007,1,1,1,0.39916352137100886
FDW13,8.5,0,0.098283459,1,51.3324,OUT018,2009,1,2,2,0.0690604916862185
FDF09,6.215,0,0.012138795,1,39.2848,OUT013,1987,0,2,1,0.03743751912679792
FDY45,17.5,0,0.021821999666666664,1,253.0356,OUT035,2004,2,1,1,0.3481587269203305
FDR26,20.7,0,0.042923652,1,178.3028,OUT045,2002,1,1,1,0.07885341222074875
FDZ01,8.975,2,0.009058845,1,103.399,OUT046,1997,2,0,1,0.19509333877384472
FDH53,20.5,2,0.032136417,1,83.9592,OUT010,1998,1,2,0,0.010098949301234318
FDG52,13.65,0,0.065898197,1,46.1402,OUT018,2009,1,2,2,0.032643068448434155
FDW50,13.1,0,0.075731322,1,167.5158,OUT045,2002,1,1,1,0.11266959094154852
FDX49,4.615,2,0.101812521,1,232.23,OUT035,2004,2,1,1,0.3901866775476895
FDJ44,12.3,2,0.106327251,1,172.8396,OUT046,1997,2,0,1,0.19789860246863206
NCI31,12.857645184136183,1,0.080933328,2,37.519,OUT027,1985,1,2,3,0.06197082525757422
FDZ52,19.2,0,0.100055601,1,112.4886,OUT035,2004,2,1,1,0.09114556768336224
FDE17,20.1,2,0.054540159,1,152.1366,OUT049,1999,1,0,1,0.05534020197898603
FDG34,11.5,2,0.037723476,1,109.5254,OUT018,2009,1,2,2,0.1470978271957564
FDE26,9.3,0,0.14897741,1,143.0786,OUT010,1998,1,2,0,0.019585841069060493
FDD56,15.2,2,0.104201019,1,176.5054,OUT018,2009,1,2,2,0.22549219626644904
FDR52,12.65,2,0.076198809,1,191.3846,OUT045,2002,1,1,1,0.20238702438029174
FDQ13,11.1,0,0.010639596,1,84.1908,OUT035,2004,2,1,1,0.05528919718453535
NCJ42,12.857645184136183,1,0.025039776,2,102.7332,OUT019,1985,2,0,0,0.02886871365908395
FDH10,12.857645184136183,0,0.086326707,1,192.6478,OUT019,1985,2,0,0,0.027134550647760894
NCG42,19.2,1,0.041220035,2,131.231,OUT035,2004,2,1,1,0.27593593797816995
FDT31,19.75,0,0.01247354,1,187.5872,OUT045,2002,1,1,1,0.09884729164541467
DRD25,6.135,0,0.079132212,0,112.686,OUT045,2002,1,1,1,0.22289095174946444
FDR35,12.5,0,0.020693809,1,199.1742,OUT035,2004,2,1,1,0.33295929817402836
FDL33,7.235,0,0.10016525,1,193.9452,OUT045,2002,1,1,1,0.22238090380495765
FDT45,15.85,0,0.057302606,1,53.3956,OUT035,2004,2,1,1,0.04345608487197797
FDT16,9.895,2,0.048761046,1,260.5278,OUT045,2002,1,1,1,0.6755074977047844
DRE49,20.75,0,0.018148152222222224,0,153.0024,OUT035,2004,2,1,1,0.18351525043354075
DRF60,10.8,0,0.052149675,0,239.9564,OUT049,1999,1,0,1,0.28960522289095175
NCB54,8.76,1,0.050130529,2,128.3336,OUT049,1999,1,0,1,0.19330817096807099
FDH20,16.1,2,0.024987903,1,97.341,OUT049,1999,1,0,1,0.0935937978169948
FDA31,7.1,0,0.109990885,1,172.908,OUT035,2004,2,1,1,0.20962970519228807
FDE33,19.35,2,0.049736267,1,76.8644,OUT045,2002,1,1,1,0.11782107518106702
FDM12,16.7,2,0.117026714,1,189.2214,OUT010,1998,1,2,0,0.011884117107008058
FDW44,9.5,2,0.035121963,1,168.6448,OUT013,1987,0,2,1,0.07579312455370806
DRE48,8.43,0,0.017311312,0,197.8768,OUT013,1987,0,2,1,0.2843007242680812
NCX18,14.15,1,0.008811818,2,196.511,OUT045,2002,1,1,1,0.2080995613587677
FDA38,5.44,0,0.025583714,1,239.1538,OUT018,2009,1,2,2,0.03427522187085586
FDQ19,7.35,2,0.014353174,1,242.6512,OUT013,1987,0,2,1,0.07171274099765379
FDY47,12.857645184136183,2,0.054220618,1,129.131,OUT027,1985,1,2,3,0.3753952871569928
FDE17,20.1,2,0.054410179,1,151.3366,OUT013,1987,0,2,1,0.20585535040293787
FDY25,12.0,0,0.033974436,1,181.8976,OUT046,1997,2,0,1,0.34428236254207895
FDT03,21.25,0,0.009996872,1,185.5608,OUT035,2004,2,1,1,0.23676425584004895
FDB49,8.3,2,0.030212499,1,98.0384,OUT045,2002,1,1,1,0.21636233805977761
FDL43,10.1,0,0.027217468,1,76.067,OUT017,2007,1,1,1,0.1088952361521983
FDE47,14.15,0,0.038123176,1,123.5046,OUT017,2007,1,1,1,0.15005610527389573
FDS49,9.0,0,0.079506434,1,78.3644,OUT045,2002,1,1,1,0.1298582066714271
FDU23,12.15,0,0.021811987,1,163.6184,OUT018,2009,1,2,2,0.17453840661022135
FDU38,12.857645184136183,0,0.082150145,1,192.9504,OUT027,1985,1,2,3,0.5703356115474855
FDV09,12.857645184136183,0,0.036012919,1,148.0734,OUT019,1985,2,0,0,0.04294603692747118
FDR20,20.0,2,0.028167478,1,45.5744,OUT049,1999,1,0,1,0.03213302050392737
FDY11,6.71,2,0.029560451,1,65.8142,OUT046,1997,2,0,1,0.06309293073548913
FDG40,12.857645184136183,0,0.039631495,1,31.9558,OUT027,1985,1,2,3,0.07288585127001938
FDX20,7.365,0,0.04280099,1,228.372,OUT017,2007,1,1,1,0.15352443129654186
FDZ27,7.935,0,0.017141985,1,50.035,OUT013,1987,0,2,1,0.008925839028868714
FDH09,12.6,0,0.056394771,1,51.3982,OUT017,2007,1,1,1,0.033714169131898404
FDG29,17.6,0,0.056379439,1,42.7454,OUT049,1999,1,0,1,0.01994287463021524
NCA30,19.0,1,0.129534812,2,190.1872,OUT049,1999,1,0,1,0.3885545241252678
NCL53,7.5,1,0.036439878,2,175.3028,OUT017,2007,1,1,1,0.22809344078343366
DRE15,13.35,0,0.014086419333333334,0,77.6012,OUT046,1997,2,0,1,0.07303886565337142
NCS38,8.6,1,0.090191431,2,112.9176,OUT046,1997,2,0,1,0.0325410588595328
FDY21,12.857645184136183,0,0.30374337,1,196.011,OUT019,1985,2,0,0,0.04258900336631643
FDB58,10.5,2,0.022590318,1,140.6154,OUT010,1998,1,2,0,0.019177802713455067
FDH41,9.0,0,0.082011521,1,213.3534,OUT046,1997,2,0,1,0.14572069774558807
DRF23,4.61,0,0.122843005,0,172.4396,OUT049,1999,1,0,1,0.11771906559216568
FDE05,10.895,2,0.05432142,1,146.2102,OUT010,1998,1,2,0,0.03095991023156177
FDY10,17.6,0,0.049144165,1,112.7176,OUT049,1999,1,0,1,0.12904212996021625
FDS43,11.65,0,0.040577878,1,188.224,OUT049,1999,1,0,1,0.09741915740079568
NCM30,19.1,1,0.067400032,2,41.9796,OUT049,1999,1,0,1,0.0575334081403652
FDY49,17.2,2,0.012036432,1,165.7184,OUT045,2002,1,1,1,0.13659083953891665
FDN02,16.5,0,0.073977473,1,206.8638,OUT045,2002,1,1,1,0.15607467101907577
FDP37,15.6,0,0.143396175,1,128.0994,OUT045,2002,1,1,1,0.16479649087014178
NCF07,9.0,1,0.03201648,2,99.6016,OUT035,2004,2,1,1,0.14475160665102518
FDJ09,15.0,0,0.058346234,1,44.0744,OUT013,1987,0,2,1,0.046006324594511885
FDO23,12.857645184136183,0,0.14571827,1,94.3436,OUT027,1985,1,2,3,0.17127409976537794
FDH09,12.857645184136183,0,0.055806016,1,52.4982,OUT027,1985,1,2,3,0.09012547179434867
FDX34,6.195,0,0.072097449,1,119.3098,OUT049,1999,1,0,1,0.08976843823319391
FDV60,20.2,2,0.117543713,1,197.311,OUT049,1999,1,0,1,0.2532388044476181
FDE32,20.7,0,0.048718334,1,38.7506,OUT013,1987,0,2,1,0.014893399979598085
NCI30,20.25,1,0.0591756,2,245.046,OUT018,2009,1,2,2,0.35601346526573496
FDS37,7.655,0,0.031918284,1,117.7492,OUT013,1987,0,2,1,0.050698765683974294
FDC57,12.857645184136183,2,0.095587976,1,193.982,OUT019,1985,2,0,0,0.04182393144955626
DRC01,5.92,2,0.019308607,0,49.0692,OUT017,2007,1,1,1,0.11068040395797206
DRD27,18.75,0,0.023974769,0,99.0042,OUT017,2007,1,1,1,0.050647760889523614
FDI12,9.395,2,0.100602552,1,88.3856,OUT045,2002,1,1,1,0.05131082321738244
FDQ33,13.35,0,0.091189915,1,149.3708,OUT035,2004,2,1,1,0.34326226665306536
FDQ27,12.857645184136183,2,0.077480627,1,101.399,OUT019,1985,2,0,0,0.013261246557176375
NCB07,19.2,1,0.129731747,2,196.211,OUT010,1998,1,2,0,0.04258900336631643
FDC08,19.0,2,0.103363904,1,226.172,OUT013,1987,0,2,1,0.24023258186269508
FDD20,14.15,0,0.020714523,1,124.2046,OUT046,1997,2,0,1,0.18820769152300315
FDS24,20.85,2,0.062212713,1,88.1514,OUT035,2004,2,1,1,0.08563704988268898
FDH34,8.63,0,0.031271134,1,186.0582,OUT017,2007,1,1,1,0.2962868509639906
NCX30,16.7,1,0.026729068,2,248.4776,OUT018,2009,1,2,2,0.49076813220442717
FDM01,7.895,2,0.094567181,1,104.5332,OUT046,1997,2,0,1,0.1388350504947465
FDB20,7.72,0,0.05193741,1,77.9986,OUT013,1987,0,2,1,0.0690604916862185
NCK29,5.615,1,0.126480422,2,121.573,OUT017,2007,1,1,1,0.24278282158522901
FDS11,7.05,2,0.055644887,1,224.9088,OUT049,1999,1,0,1,0.20310109150260122
NCV41,14.35,1,0.028519419,2,109.2228,OUT010,1998,1,2,0,0.0143833520350913
DRL60,8.52,0,0.027101431,0,151.7682,OUT049,1999,1,0,1,0.1843313271447516
FDV10,7.645,2,0.067083367,1,44.0112,OUT017,2007,1,1,1,0.04315005610527389
FDV09,12.1,0,0.020652362,1,149.5734,OUT018,2009,1,2,2,0.16806079771498522
FDQ39,14.8,0,0.081042136,1,192.4846,OUT046,1997,2,0,1,0.3926859124757727
DRE49,20.75,0,0.021336565,0,153.6024,OUT018,2009,1,2,2,0.1021115984902581
FDR45,10.8,0,0.029001987,1,238.6222,OUT045,2002,1,1,1,0.6566357237580333
DRJ23,18.35,0,0.069745165,0,190.2872,OUT010,1998,1,2,0,0.026420483525451392
FDQ26,13.5,2,0.068148886,1,58.6562,OUT018,2009,1,2,2,0.05192288075079057
NCA06,20.5,1,0.144094079,2,34.819,OUT017,2007,1,1,1,0.07880240742629807
FDT24,12.35,2,0.186616421,1,78.6328,OUT018,2009,1,2,2,0.07436499030908905
DRG27,8.895,0,0.105323859,0,39.1138,OUT045,2002,1,1,1,0.04411914719983678
FDR02,16.7,0,0.022110425,1,110.8886,OUT045,2002,1,1,1,0.2700193818218912
DRG37,16.2,0,0.019374768,0,155.8972,OUT035,2004,2,1,1,0.15260634499642964
FDJ07,7.26,0,0.014482278,1,118.115,OUT018,2009,1,2,2,0.1402631847393655
FDP32,6.65,0,0.087805788,1,126.7678,OUT049,1999,1,0,1,0.1435784963786596
FDV59,13.35,0,0.048027043,1,218.9166,OUT046,1997,2,0,1,0.4310925226971335
FDP60,17.35,0,0.055908268,1,99.8016,OUT035,2004,2,1,1,0.04396613281648475
FDE32,12.857645184136183,0,0.048522793,1,39.6506,OUT027,1985,1,2,3,0.07594613893706008
FDK26,5.46,2,0.032359413,1,187.424,OUT017,2007,1,1,1,0.24023258186269508
FDW28,18.25,0,0.088807455,1,197.3452,OUT035,2004,2,1,1,0.20738549423645822
FDP56,8.185,0,0.046556408,1,47.7692,OUT049,1999,1,0,1,0.04651637253901867
FDT25,7.5,0,0.050750977,1,122.2072,OUT046,1997,2,0,1,0.14760787514026316
FDQ12,12.65,0,0.035404052,1,230.601,OUT035,2004,2,1,1,0.1558196470468224
FDR60,14.3,0,0.130390458,1,77.2328,OUT035,2004,2,1,1,0.015199428746302153
FDZ10,17.85,0,0.074422769,1,128.002,OUT010,1998,1,2,0,0.016831582168723862
FDM13,6.425,0,0.105742544,1,130.5626,OUT010,1998,1,2,0,0.007497704784249719
FDF26,6.825,2,0.046729336,1,153.4998,OUT045,2002,1,1,1,0.1623992655309599
FDN02,12.857645184136183,0,0.073470234,1,205.3638,OUT027,1985,1,2,3,0.40987452820565135
NCI30,20.25,1,0.058886477,2,245.546,OUT013,1987,0,2,1,0.12955217790472304
NCJ31,19.2,1,0.18293775,2,243.0196,OUT049,1999,1,0,1,0.2744057941446496
NCQ54,17.7,1,0.020993364,2,166.8474,OUT010,1998,1,2,0,0.010353973273487707
FDB02,9.695,2,0.029223424,1,175.437,OUT045,2002,1,1,1,0.2272263592777721
FDC02,12.857645184136183,0,0.068489201,1,259.3278,OUT027,1985,1,2,3,0.31653575436090997
FDA11,7.75,0,0.043326511,1,95.6436,OUT045,2002,1,1,1,0.08436193002142202
DRI23,12.857645184136183,0,0.136532569,0,159.6578,OUT027,1985,1,2,3,0.21870855860450883
FDE04,19.75,2,0.018051091,1,179.866,OUT049,1999,1,0,1,0.20401917780271342
FDW38,5.325,2,0.23212188,1,55.5298,OUT010,1998,1,2,0,0.0015811486279710294
FDG46,12.857645184136183,2,0.057620562,1,115.4518,OUT019,1985,2,0,0,0.006171580128532083
NCJ05,12.857645184136183,1,0.045865089,2,152.3682,OUT027,1985,1,2,3,0.17265122921554626
FDU01,12.857645184136183,2,0.021002171,1,185.1924,OUT019,1985,2,0,0,0.03998775884933184
FDY11,6.71,2,0.029727657,1,66.6142,OUT017,2007,1,1,1,0.08329082933795778
FDX60,14.35,0,0.080527065,1,79.296,OUT013,1987,0,2,1,0.052534938284198716
NCN29,15.2,1,0.013164175,2,47.8034,OUT049,1999,1,0,1,0.03095991023156177
FDT07,5.82,2,0.075229446,1,256.633,OUT049,1999,1,0,1,0.15454452718555545
FDI21,5.59,2,0.056833394,1,61.9168,OUT018,2009,1,2,2,0.09048250535550342
FDI41,18.5,2,0.062256921,1,148.0418,OUT046,1997,2,0,1,0.15525859430786493
FDE10,12.857645184136183,2,0.089512542,1,133.1626,OUT027,1985,1,2,3,0.27879220646740793
FDQ28,14.0,2,0.060427062,1,153.5656,OUT046,1997,2,0,1,0.23411200652861366
FDY32,7.605,0,0.216323008,1,165.021,OUT010,1998,1,2,0,0.05993063347954708
NCK05,12.857645184136183,1,0.135612397,2,61.1536,OUT019,1985,2,0,0,0.002142201366928491
FDH12,9.6,0,0.085125951,1,107.128,OUT045,2002,1,1,1,0.09537896562276854
FDJ27,17.7,2,0.122565413,1,103.8674,OUT017,2007,1,1,1,0.11450576354177293
DRL35,15.7,0,0.026332202714285713,0,43.377,OUT010,1998,1,2,0,0.007395695195348362
NCY29,13.65,1,0.077670981,2,55.093,OUT017,2007,1,1,1,0.09716413342854228
FDC21,14.6,2,0.043201813,1,110.1254,OUT017,2007,1,1,1,0.13878404570029582
FDM33,15.6,0,0.088215871,1,220.1798,OUT017,2007,1,1,1,0.3857492604304804
DRJ39,20.25,0,0.036295834,0,217.5482,OUT013,1987,0,2,1,0.08135264714883199
FDB22,8.02,0,0.186528819,1,151.9998,OUT010,1998,1,2,0,0.02101397531367949
FDC32,18.35,0,0.099026525,1,93.8462,OUT013,1987,0,2,1,0.09670509027848619
FDD02,16.6,0,0.036987802,1,118.8124,OUT046,1997,2,0,1,0.19718453534632258
FDL28,10.0,2,0.063162608,1,228.6668,OUT035,2004,2,1,1,0.26216464347648677
FDL39,16.1,2,0.063429818,1,179.4318,OUT049,1999,1,0,1,0.17713965112720598
FDV37,13.0,2,0.139785104,1,196.2426,OUT010,1998,1,2,0,0.012598184229317556
FDA28,16.1,2,0.04807227,1,126.5362,OUT017,2007,1,1,1,0.13240844639396102
FDL04,19.0,0,0.112097433,1,105.5622,OUT049,1999,1,0,1,0.14342548199530755
FDR10,17.6,0,0.010037996,1,163.5552,OUT035,2004,2,1,1,0.23390798735081098
FDA39,6.32,0,0.012789884,1,39.1822,OUT017,2007,1,1,1,0.07870039783739673
FDR15,9.3,2,0.033431669,1,153.1314,OUT035,2004,2,1,1,0.35397327348770785
FDQ40,11.1,2,0.03623131,1,175.0712,OUT017,2007,1,1,1,0.25328980924206873
DRG23,12.857645184136183,0,0.086360962,0,151.2682,OUT027,1985,1,2,3,0.1843313271447516
FDU36,6.15,0,0.046232445,1,99.4384,OUT013,1987,0,2,1,0.10313169437927167
FDF47,20.85,0,0.097618234,1,223.9746,OUT046,1997,2,0,1,0.06620422319698052
FDH14,17.1,2,0.046808553,1,141.4838,OUT046,1997,2,0,1,0.10506987656839743
FDO45,13.15,2,0.03810738,1,86.3856,OUT018,2009,1,2,2,0.044578190349892896
FDK60,16.5,2,0.093846532,1,95.7068,OUT035,2004,2,1,1,0.07936346016525553
FDS43,11.65,0,0.040744057,1,185.924,OUT017,2007,1,1,1,0.3116392940936448
FDN44,13.15,0,0.022831052,1,160.292,OUT049,1999,1,0,1,0.36468428032235034
FDS34,19.35,2,0.076878416,1,113.9518,OUT049,1999,1,0,1,0.0846679587881261
FDU20,19.35,2,0.021501067,1,122.2098,OUT045,2002,1,1,1,0.2097827195756401
FDP44,16.5,2,0.07964724,1,101.4332,OUT013,1987,0,2,1,0.14668978884015096
FDC02,21.35,0,0.068809463,1,258.5278,OUT035,2004,2,1,1,0.3963072528817709
FDT56,16.0,2,0.115570552,1,57.5246,OUT035,2004,2,1,1,0.010762011629093134
NCA06,20.5,1,0.143164371,2,34.919,OUT013,1987,0,2,1,0.0030602876670407023
FDE04,19.75,2,0.018008071,1,180.466,OUT013,1987,0,2,1,0.2591043558094461
NCX06,17.6,1,0.015775777,2,179.1976,OUT017,2007,1,1,1,0.2887891461797409
FDX49,4.615,2,0.102407778,1,234.33,OUT017,2007,1,1,1,0.30092828725900234
DRM59,5.88,0,0.003606726,0,154.1998,OUT018,2009,1,2,2,0.1034887279404264
FDJ34,11.8,2,0.093801337,1,126.0704,OUT049,1999,1,0,1,0.0933387738447414
FDP60,17.35,0,0.03997564142857143,1,101.9016,OUT013,1987,0,2,1,0.1369988778945221
FDI07,12.35,2,0.033760862,1,196.9426,OUT046,1997,2,0,1,0.3913087830256044
FDV07,12.857645184136183,0,0.031131455,1,111.0228,OUT027,1985,1,2,3,0.24298684076303173
FDH41,9.0,0,0.082177842,1,214.1534,OUT045,2002,1,1,1,0.12924614913801896
NCB31,6.235,1,0.118858866,2,263.291,OUT049,1999,1,0,1,0.2593593797816995
FDW34,9.6,0,0.034323093285714285,1,244.817,OUT035,2004,2,1,1,0.3325512598184229
FDX45,16.75,0,0.105448901,1,156.163,OUT017,2007,1,1,1,0.05738039375701317
